game_id,title,franchise,developer,publisher,developer_size,development_years,budget_million_usd,release_date,release_year,genre,age_rating,game_engine,launch_price_usd,current_price_usd,metacritic_score,user_score,steam_rating_percent,copies_sold_million,estimated_revenue_million,peak_players,main_story_hours,completionist_hours,game_size_gb,minimum_ram_gb,recommended_ram_gb,vr_support,ray_tracing,goty_award,award_count,nomination_count,commercial_success
4766,Need for Speed 20,Need for Speed,"Harris, Norton and Krause",Diaz-Martin,Indie,2.3,0.44,2025-11-16,2025,Sandbox,E10+,RAGE,24.99,4.99,79,7.9,80,3.31,101.57,556186,17.1,209.1,72.0,8,16,0,0,0,0,10,Average
4767,Final Fantasy 14,Final Fantasy,Hawkins LLC,Torres Group,AA,1.1,33.33,2008-10-14,2008,Adventure,M,RE Engine,49.99,23.81,67,6.6,70,4.2,287.6,941482,9.7,42.5,54.4,8,8,0,0,0,0,4,Average
4768,Battlefield 16,Battlefield,Gutierrez-Munoz,"Erickson, Young and Johnson",AAA,5.9,228.28,2014-08-08,2014,Action,T,Unity,59.99,48.77,97,9.9,99,76.4,4966.43,12072420,10.9,40.1,103.0,8,8,0,0,1,5,6,Legendary
4769,Battlefield 5,Battlefield,Lozano PLC,King and Sons,AA,2.1,15.37,2025-12-12,2025,Horror,M,Anvil,39.99,11.84,83,8.4,78,7.69,421.38,1549613,5.8,17.4,89.7,16,16,0,0,0,0,7,Hit
4770,Stardew Valley 12,Stardew Valley,Gutierrez LLC,Campbell-Wallace,AAA,3.9,165.5,2001-06-10,2001,Sports,E,Creation Engine,59.99,50.18,88,8.9,88,51.01,3301.49,10689785,1.9,9.3,80.8,4,8,0,0,0,2,6,Legendary
4771,Civilization 8,Civilization,"Flores, Montoya and Robertson",Miller LLC,AAA,3.2,119.17,2019-12-02,2019,Sandbox,E10+,RE Engine,59.99,53.65,77,7.7,78,21.11,1448.47,4257262,21.9,233.8,106.1,16,16,0,0,0,0,3,Blockbuster
4772,Civilization 19,Civilization,Williams-Moore,"Ingram, Lee and Martinez",AAA,1.5,157.84,2014-05-05,2014,Adventure,T,Unity,59.99,40.11,84,8.2,86,38.67,2868.6,4392458,11.6,43.1,98.4,8,8,0,0,0,0,6,Blockbuster
4773,Civilization 7,Civilization,Mitchell-Moss,Jordan PLC,Indie,1.9,4.89,2012-05-08,2012,RPG,E,Decima,14.99,4.99,78,8.2,74,2.16,67.11,244108,33.9,151.1,41.4,8,8,0,0,0,0,1,Average
4774,Stardew Valley 4,Stardew Valley,Edwards-Johnson,"Cooper, Johnson and Morris",Indie,2.1,2.94,1994-05-09,1994,Action,T,Unreal Engine 5,14.99,4.99,78,7.8,76,1.9,47.08,301934,13.8,34.0,14.1,4,8,0,0,0,0,6,Average
4775,Resident Evil 13,Resident Evil,Smith Ltd,Murray Group,AAA,1.9,220.96,2024-10-25,2024,Strategy,T,Creation Engine,69.99,60.06,92,9.6,89,61.9,4663.32,12156548,19.9,65.4,122.4,16,16,0,1,0,3,7,Legendary
4776,Civilization 8,Civilization,Smith Ltd,Bailey-Oliver,AAA,2.4,143.9,2003-07-16,2003,FPS,T,RE Engine,59.99,34.01,63,6.7,67,11.78,870.28,2494471,7.0,18.1,85.5,4,8,0,0,0,0,9,Hit
4777,Forza 2,Forza,Mcintyre and Sons,"Fleming, Fox and Lee",AA,4.0,34.76,2000-06-05,2000,RPG,M,Unreal Engine 4,49.99,33.15,67,6.8,70,3.72,254.81,601502,36.1,152.3,42.6,4,8,0,0,0,0,8,Average
4778,Minecraft 11,Minecraft,"Wright, Price and Montes",Hensley Inc,AAA,1.6,102.67,2003-06-18,2003,Strategy,T,Unity,59.99,55.07,79,7.6,82,23.99,1858.63,3653657,15.6,68.5,79.9,4,8,0,0,0,0,5,Blockbuster
4779,Diablo 11,Diablo,Wilson Inc,Owens-Torres,AAA,2.6,61.44,1998-09-20,1998,Horror,E10+,Unity,59.99,42.52,78,7.5,79,25.38,1748.01,3543228,6.0,17.0,74.0,4,8,0,0,0,0,5,Blockbuster
4780,Diablo 16,Diablo,"Butler, Reyes and Wagner",Mayer-Smith,AA,1.2,31.29,2021-10-06,2021,Simulation,E,Godot,49.99,20.88,86,9.0,80,8.52,531.7,1255516,8.8,48.6,78.8,16,16,0,0,0,1,7,Hit
4781,Terraria 6,Terraria,Lewis Group,"Robinson, Schultz and Roberts",AA,1.5,18.67,2004-07-29,2004,Horror,E10+,Unreal Engine 5,49.99,25.2,69,7.0,66,6.72,467.17,1451630,6.7,16.2,46.2,4,8,0,0,0,0,6,Hit
4782,Hades 10,Hades,"King, Case and Dominguez",Roberts-Wolfe,AAA,1.7,286.39,2022-10-03,2022,Adventure,T,Frostbite,59.99,53.84,88,8.9,92,50.25,3740.45,10772208,8.3,46.1,116.7,16,16,0,1,0,2,8,Legendary
4783,Final Fantasy 12,Final Fantasy,"Mccann, Ochoa and Evans",Erickson-Hayes,Indie,2.9,1.9,1998-04-16,1998,Action,T,RAGE,9.99,4.99,79,8.2,81,2.28,66.82,427834,10.3,33.2,21.7,4,8,0,0,0,0,4,Average
4784,Tree Odyssey,Indie,"Lee, Gibson and Paul","Harrison, Schmitt and Lucero",Indie,2.4,3.06,1996-05-14,1996,Sandbox,E,Unreal Engine 4,14.99,4.99,59,5.8,61,1.36,25.56,166460,19.9,238.0,13.4,4,8,0,0,0,0,9,Average
4785,Elden Ring 6,Elden Ring,Craig Inc,Dyer-Thomas,AAA,2.9,78.15,2017-12-15,2017,Racing,M,Unity,59.99,51.89,78,7.8,73,24.41,1951.17,2600802,4.7,11.9,109.3,16,16,0,0,0,0,5,Blockbuster
4786,The Witcher 4,The Witcher,"Young, Todd and Lee",Ho-Francis,Indie,1.5,2.28,2015-01-16,2015,Simulation,E,Anvil,19.99,4.99,83,7.9,78,3.13,90.14,420985,9.8,45.7,55.2,8,8,0,0,0,0,1,Average
4787,Grand Theft Auto 10,Grand Theft Auto,Bryant LLC,Ramos-Alvarez,Indie,1.8,4.1,2007-10-10,2007,Sandbox,E10+,Decima,24.99,4.99,73,7.1,73,1.41,44.17,316774,22.1,233.6,39.1,8,8,0,0,0,0,9,Average
4788,Halo 9,Halo,Brooks-Walters,"Smith, Ayers and Mccoy",AAA,5.8,272.25,2024-02-21,2024,Adventure,T,Decima,69.99,54.71,93,9.4,93,37.11,2922.25,5771212,11.2,44.5,115.0,16,16,0,1,0,3,3,Blockbuster
4789,Forza 3,Forza,Young Inc,Harris-Daniel,AAA,2.3,293.17,2023-06-03,2023,FPS,E,Godot,69.99,66.68,90,8.8,91,45.79,3484.42,8458600,6.8,16.8,115.7,16,16,0,1,0,2,2,Legendary
4790,Cyberpunk 14,Cyberpunk,Mosley PLC,Stewart PLC,Indie,2.1,2.44,2007-12-07,2007,Action,T,Unity,19.99,11.77,85,8.3,81,2.84,104.25,599507,13.1,41.6,34.3,8,8,0,0,0,1,5,Average
4791,Civilization 7,Civilization,Blevins Ltd,"Michael, Taylor and Joseph",Indie,2.0,4.99,2024-02-09,2024,Action,E10+,RAGE,14.99,4.99,81,7.9,75,1.96,42.48,415024,9.9,36.9,68.1,8,16,0,0,0,0,0,Average
4792,Hades 16,Hades,"Harding, Wheeler and Marsh","Jackson, Williams and Harris",AAA,5.3,287.32,2016-06-10,2016,Strategy,M,Anvil,59.99,51.97,89,9.1,92,36.07,2310.02,4320724,16.4,63.6,101.8,16,16,0,0,0,2,9,Blockbuster
4793,Stardew Valley 4,Stardew Valley,Greene-Hamilton,"Miller, Wright and Schroeder",AA,3.3,36.29,2023-01-25,2023,Simulation,M,Decima,39.99,22.24,78,7.6,73,8.56,365.88,1202953,10.3,52.6,77.9,16,16,1,0,0,0,9,Hit
4794,Hades 13,Hades,Adams-Pacheco,Cowan Group,Indie,3.3,3.83,2016-02-13,2016,Sandbox,M,Creation Engine,14.99,10.95,78,7.7,82,1.84,45.45,358933,22.8,232.1,53.1,8,8,0,0,0,0,10,Average
4795,Diablo 8,Diablo,"Lewis, Martinez and Riddle","Fry, Osborne and Manning",AAA,6.6,219.34,2013-12-06,2013,FPS,M,Godot,59.99,51.91,80,8.3,76,25.36,1723.21,2802458,6.1,21.2,100.4,8,8,0,0,0,0,10,Blockbuster
4796,Far Cry 20,Far Cry,"Sanchez, Brooks and Martinez",Lawrence-Barnett,AA,2.3,20.77,1996-12-09,1996,Adventure,T,Decima,39.99,39.27,70,6.8,68,4.4,230.12,574236,10.1,46.7,29.3,4,8,0,0,0,0,4,Average
4797,Far Cry 5,Far Cry,Smith Group,Mitchell and Sons,AAA,3.2,104.2,1995-02-20,1995,Simulation,M,Frostbite,59.99,43.29,82,8.0,77,38.38,2403.04,5878822,10.3,47.4,62.9,4,8,0,0,0,0,4,Blockbuster
4798,Civilization 14,Civilization,"Jacobs, Beck and Rogers",Snyder-Ballard,Indie,2.7,1.53,2022-01-09,2022,Adventure,T,Decima,24.99,4.99,91,8.9,89,2.88,117.34,368621,10.4,41.6,64.1,8,16,1,0,0,3,11,Average
4799,Grand Theft Auto 18,Grand Theft Auto,"Hamilton, Dorsey and Walker","Choi, Powell and Hicks",Indie,1.5,0.24,2009-12-08,2009,RPG,E10+,Frostbite,9.99,4.99,80,8.2,84,2.51,48.31,419095,35.9,140.6,40.6,8,8,0,0,0,0,2,Average
4800,The Witcher 8,The Witcher,Evans-Sutton,Salazar PLC,AAA,1.1,168.87,2007-04-27,2007,RPG,E10+,Decima,59.99,38.78,88,8.8,83,39.06,3053.9,8560070,37.6,143.1,87.7,8,8,0,0,0,2,9,Blockbuster
4801,Far Cry 3,Far Cry,Taylor-Austin,"Ramirez, Kirk and Phillips",Indie,3.8,3.65,2011-07-13,2011,Racing,E10+,RAGE,9.99,4.99,86,8.3,85,2.74,57.87,539123,4.4,11.9,43.3,8,8,0,0,0,1,4,Average
4802,Need for Speed 11,Need for Speed,Keller Inc,"Clarke, Rich and Silva",Indie,3.2,1.82,2009-10-11,2009,Simulation,M,Unreal Engine 5,14.99,4.99,69,7.1,70,1.53,35.34,175965,9.1,49.9,36.0,8,8,0,0,0,0,8,Average
4803,Halo 6,Halo,"Collins, Cooper and Silva",Cox-Thompson,Indie,2.7,4.15,2007-01-07,2007,FPS,E10+,RE Engine,24.99,21.77,68,6.7,67,1.78,74.09,293966,5.6,19.6,38.9,8,8,0,0,0,0,4,Average
4804,Civilization 2,Civilization,Shelton-Dawson,"Carpenter, Mann and Thompson",Indie,2.2,4.43,2016-01-20,2016,Sandbox,M,Unreal Engine 4,24.99,24.1,90,8.7,89,2.68,98.28,350035,23.0,229.3,57.6,8,8,0,0,0,2,5,Average
4805,Far Cry 2,Far Cry,Williamson Group,Carroll LLC,Indie,2.3,2.09,2020-03-31,2020,Action,M,Creation Engine,9.99,4.99,85,8.8,80,4.01,108.64,603111,13.1,35.2,54.6,8,8,0,0,0,1,2,Average
4806,Behind Odyssey,Indie,Schwartz and Sons,Johnson-Hampton,AAA,1.3,349.26,2014-02-09,2014,Sports,E10+,RE Engine,59.99,37.14,92,8.8,95,50.21,3225.15,6195570,1.7,7.5,98.6,8,8,0,0,0,3,13,Legendary
4807,Hades 11,Hades,Pena-Wright,"Petty, Willis and Murphy",AAA,5.4,81.46,1990-03-28,1990,Action,E,Creation Engine,59.99,34.92,77,8.0,80,36.71,2927.62,6499886,11.7,41.9,56.5,4,8,0,0,0,0,3,Blockbuster
4808,Civilization 5,Civilization,"Nichols, Gross and Graham",Bullock and Sons,Indie,3.2,3.57,2009-06-15,2009,Action,M,RAGE,24.99,13.82,72,7.4,70,1.95,53.04,305575,12.4,37.6,36.4,8,8,0,0,0,0,3,Average
4809,The Witcher 7,The Witcher,"Martinez, Parsons and Bennett","Quinn, Hardy and Case",Indie,2.8,3.27,2005-03-21,2005,Sports,E10+,Frostbite,9.99,4.99,75,7.1,69,1.57,41.42,177178,2.4,9.4,33.0,8,8,0,0,0,0,5,Average
4810,Build Odyssey,Indie,Simmons Inc,"White, Henderson and Christensen",Indie,2.4,1.73,2011-04-09,2011,Simulation,T,Godot,14.99,4.99,79,7.5,73,2.22,41.61,414344,11.8,45.8,45.6,8,8,0,0,0,0,0,Average
4811,Cyberpunk 10,Cyberpunk,"Munoz, Terrell and Stewart","Goodwin, Figueroa and Reyes",AA,1.6,33.41,1997-08-23,1997,Sports,M,Frostbite,49.99,29.01,63,6.0,60,4.96,283.99,1043794,2.1,7.3,38.4,4,8,0,0,0,0,10,Average
4812,Far Cry 16,Far Cry,Mckee-Reed,"Kelley, Thomas and Holt",Indie,3.8,2.71,2010-07-04,2010,FPS,M,Creation Engine,19.99,19.05,68,6.8,68,1.43,38.64,246783,5.2,18.9,42.4,8,8,0,0,0,0,7,Average
4813,Diablo 3,Diablo,Miller Inc,Parker-Spencer,Indie,1.2,2.16,2014-05-13,2014,Horror,E10+,Unreal Engine 5,24.99,18.06,73,7.6,77,1.38,53.02,288469,5.5,14.6,49.5,8,8,0,0,0,0,4,Average
4814,Battlefield 13,Battlefield,Archer-Estes,"King, Woodward and Burgess",AA,1.9,19.58,1995-08-25,1995,Sandbox,T,RE Engine,39.99,14.7,74,7.5,75,5.0,294.99,541861,19.7,223.8,26.9,4,8,0,0,0,0,7,Hit
4815,Elden Ring 11,Elden Ring,Mason Inc,"Larson, Wright and Valentine",AA,3.9,8.43,2002-10-30,2002,Racing,M,Godot,29.99,25.39,71,6.7,67,7.3,286.8,800134,4.7,12.0,48.2,4,8,0,0,0,0,4,Hit
4816,Terraria 11,Terraria,Bond PLC,Ortiz LLC,AAA,3.3,42.15,2002-09-21,2002,FPS,E,Frostbite,59.99,30.83,87,9.0,81,42.81,3116.98,6039375,4.8,16.8,73.7,4,8,0,0,0,1,10,Legendary
4817,Assassin's Creed 15,Assassin's Creed,Barnett-Rhodes,Perez-Phillips,AA,1.3,26.96,2024-10-20,2024,Strategy,M,Decima,29.99,4.99,88,8.4,83,12.28,445.02,1444578,20.3,65.6,86.1,16,16,0,0,0,2,11,Hit
4818,Diablo 11,Diablo,Cisneros-Booker,"Anderson, Young and White",AAA,1.9,322.02,2015-09-30,2015,Horror,M,Unreal Engine 4,59.99,32.34,80,7.9,75,25.06,1678.66,3394248,6.3,14.2,105.4,8,8,0,0,0,0,6,Blockbuster
4819,Terraria 13,Terraria,"Hernandez, Castaneda and Davis",Burns-Miller,AA,1.2,21.13,1992-09-06,1992,Simulation,M,Unity,49.99,20.69,64,6.3,68,3.63,195.76,760226,8.4,53.3,29.7,4,8,0,0,0,0,7,Average
4820,Minecraft 15,Minecraft,Rodriguez Group,Castro-Estrada,AAA,1.2,78.59,2016-08-30,2016,Horror,T,RAGE,59.99,57.69,87,8.6,89,30.92,2158.97,5967448,6.4,15.4,103.9,16,16,0,0,0,1,10,Blockbuster
4821,Elden Ring 6,Elden Ring,"Williams, Macias and Richardson",Chavez-Donaldson,AA,1.4,16.92,1991-04-23,1991,Horror,T,Anvil,49.99,42.01,61,5.8,63,4.37,279.52,791516,5.5,17.1,21.1,4,8,0,0,0,0,7,Average
4822,Diablo 16,Diablo,Nolan-Welch,Dixon PLC,AA,1.1,14.65,1992-05-09,1992,FPS,M,Decima,49.99,26.25,82,7.9,84,9.81,683.56,1351371,6.2,19.8,23.6,4,8,0,0,0,0,1,Hit
4823,Diablo 18,Diablo,Meyer PLC,Moore PLC,AA,2.4,11.25,2022-10-19,2022,Simulation,E,Unreal Engine 4,49.99,38.08,80,8.4,83,8.78,486.44,1455715,8.6,50.8,75.4,16,16,0,0,0,0,4,Hit
4824,Minecraft 3,Minecraft,Schultz-Hall,Tran-Hawkins,AA,2.9,30.13,2012-04-22,2012,RPG,E10+,Frostbite,29.99,20.03,77,7.4,78,4.87,165.88,638410,38.1,131.4,61.0,8,8,0,0,0,0,1,Average
4825,The Witcher 10,The Witcher,Howe and Sons,Lucas-Madden,AA,1.2,18.32,2000-10-03,2000,Sandbox,E,RAGE,49.99,24.54,59,6.1,55,3.89,212.8,704733,23.5,208.5,35.1,4,8,0,0,0,0,8,Average
4826,Final Fantasy 15,Final Fantasy,Smith-Butler,Murphy Inc,AAA,4.5,297.1,1993-03-24,1993,Adventure,T,RAGE,59.99,55.73,77,7.4,75,25.94,1776.61,5379728,8.4,38.5,60.7,4,8,0,0,0,0,3,Blockbuster
4827,Final Fantasy 16,Final Fantasy,"Simmons, Duffy and Tucker","Kaufman, Norton and Blackburn",Indie,3.6,0.56,2001-11-13,2001,Action,M,Unity,9.99,4.99,81,7.9,77,3.71,52.58,739885,13.2,41.6,26.7,4,8,0,0,0,0,4,Average
4828,Assassin's Creed 6,Assassin's Creed,"Murphy, Larsen and Huang","Hernandez, Carter and Page",AA,2.2,26.78,2020-03-16,2020,Sandbox,E10+,Creation Engine,39.99,26.64,85,8.2,86,11.45,490.92,2403112,21.1,207.2,74.7,16,16,1,0,0,1,6,Hit
4829,Final Fantasy 2,Final Fantasy,Lewis and Sons,"Nunez, Mosley and Martinez",AAA,6.0,178.32,2008-07-05,2008,Adventure,E10+,Creation Engine,59.99,50.48,86,8.7,83,38.44,2951.48,8639096,9.0,47.9,92.0,8,8,0,0,0,1,3,Blockbuster
4830,Halo 4,Halo,Barnett PLC,Delgado Group,AA,2.3,37.39,1998-04-25,1998,Action,M,Anvil,49.99,33.32,83,8.4,79,7.57,454.4,1396343,14.4,33.0,39.7,4,8,0,0,0,0,6,Hit
4831,Boy Odyssey,Indie,"Turner, Johnson and Moran",Wagner LLC,AAA,2.0,340.08,1997-09-16,1997,Adventure,T,Decima,59.99,37.06,77,7.6,71,37.92,2888.29,7923217,9.6,41.8,66.3,4,8,0,0,0,0,4,Blockbuster
4832,Diablo 20,Diablo,Miller-Lee,"Chen, Brown and Mack",AAA,2.7,97.29,2000-09-12,2000,Strategy,T,RE Engine,59.99,43.45,77,8.1,75,37.97,2642.89,5411282,20.2,80.2,78.3,4,8,0,0,0,0,10,Blockbuster
4833,Minecraft 13,Minecraft,Mcdonald-Winters,"Powell, Vega and Bradshaw",AA,3.8,33.84,2001-08-11,2001,Simulation,E10+,RAGE,49.99,25.49,71,7.2,71,6.09,391.89,1219216,10.1,48.9,38.4,4,8,0,0,0,0,9,Hit
4834,Assassin's Creed 10,Assassin's Creed,Hamilton Inc,"Fernandez, Murphy and Johnson",AA,1.6,32.3,2025-09-18,2025,Sandbox,E,Anvil,29.99,19.82,91,9.0,93,14.51,468.99,2754093,22.7,182.0,90.6,16,16,0,0,0,3,12,Hit
4835,Grand Theft Auto 13,Grand Theft Auto,"Grant, Anderson and Jones",Lyons-Bowers,Indie,2.2,4.52,2024-03-09,2024,Horror,M,Unreal Engine 4,9.99,4.99,76,7.5,73,2.13,34.03,454479,7.1,14.1,68.7,8,16,0,0,0,0,6,Average
4836,Far Cry 13,Far Cry,"Brewer, Thompson and Glover",Hall-Simmons,Indie,1.7,1.37,2020-11-26,2020,Strategy,E,Frostbite,14.99,4.99,81,8.1,75,3.63,109.28,649836,21.4,82.3,62.8,8,8,0,0,0,0,5,Average
4837,Final Fantasy 17,Final Fantasy,Delgado-Delgado,Fletcher-Bryant,Indie,2.8,4.81,2019-12-31,2019,Adventure,E,Anvil,14.99,4.99,85,8.3,89,3.58,72.19,802363,10.4,43.6,56.4,8,8,0,0,0,1,11,Average
4838,Diablo 8,Diablo,Willis-Wright,"Mason, Harmon and Jones",AAA,1.1,57.14,2025-11-14,2025,Strategy,E,Anvil,69.99,44.34,91,9.3,87,54.86,4865.58,11154763,14.8,80.9,125.6,16,16,0,1,0,3,13,Legendary
4839,Stardew Valley 15,Stardew Valley,"Larson, Reynolds and Garza","Hall, Serrano and Francis",AAA,2.2,90.16,2015-03-26,2015,Strategy,E,Godot,59.99,34.87,81,8.4,84,32.3,2068.03,5476426,16.3,76.2,100.7,8,8,0,0,0,0,8,Blockbuster
4840,Where Odyssey,Indie,"Rodriguez, Caldwell and Shah",Norris LLC,AA,1.0,7.44,2018-07-16,2018,FPS,E10+,Unity,29.99,28.08,80,7.8,78,9.32,335.61,1189440,5.2,18.0,73.6,16,16,0,0,0,0,2,Hit
4841,Terraria 9,Terraria,Riley Inc,"Price, Spencer and Davis",Indie,2.9,2.36,2012-11-13,2012,RPG,M,Unity,19.99,4.99,74,7.2,72,2.3,91.13,244259,41.3,144.4,46.8,8,8,0,0,0,0,10,Average
4842,Need for Speed 20,Need for Speed,Hoffman LLC,"Martinez, Martinez and Sellers",AAA,1.3,88.72,1994-09-06,1994,Sandbox,T,RAGE,59.99,46.78,77,7.6,75,27.87,2079.48,5719557,21.5,229.5,68.9,4,8,0,0,0,0,10,Blockbuster
4843,Call of Duty 12,Call of Duty,Butler PLC,Davila LLC,AAA,5.2,52.66,2010-11-26,2010,Adventure,E,Unity,59.99,35.53,85,8.1,85,26.07,2019.32,3525086,11.5,44.0,96.1,8,8,0,0,0,1,11,Blockbuster
4844,Resident Evil 3,Resident Evil,Burns LLC,Robinson Ltd,Indie,1.0,1.49,2020-04-18,2020,Simulation,E,Anvil,19.99,4.99,74,7.4,73,2.39,58.05,523685,8.1,55.4,59.8,8,8,1,0,0,0,0,Average
4845,Call of Duty 17,Call of Duty,Evans Inc,Alexander Inc,AAA,6.3,205.14,2020-03-07,2020,Racing,E10+,RE Engine,59.99,47.35,86,8.4,87,51.76,3999.31,8420417,4.2,11.5,106.1,16,16,0,1,0,1,9,Legendary
4846,Civilization 3,Civilization,Farmer-Sanders,"Howard, Williams and Delgado",AAA,1.7,341.2,2007-04-15,2007,Simulation,T,Godot,59.99,33.45,82,8.5,80,40.2,2807.32,7517487,8.5,52.0,91.8,8,8,0,0,0,0,5,Legendary
4847,Stardew Valley 6,Stardew Valley,Moore and Sons,"Arnold, Dunn and Rice",AAA,3.9,280.41,2021-10-29,2021,Sandbox,E,Unreal Engine 5,59.99,38.64,81,8.0,75,40.98,2559.67,4942986,22.2,182.5,111.6,16,16,1,1,0,0,9,Legendary
4848,Resident Evil 13,Resident Evil,"Williamson, Brown and Stewart",Haynes-Lopez,AA,3.1,19.74,1998-07-27,1998,Simulation,E10+,Frostbite,39.99,16.74,64,6.0,62,4.32,236.96,565194,9.6,55.3,40.4,4,8,0,0,0,0,9,Average
4849,Battlefield 16,Battlefield,"Elliott, Nelson and Bennett",Allen-Miller,AAA,4.2,123.33,2000-08-22,2000,Action,E10+,Unity,59.99,39.96,78,7.8,73,34.28,2409.67,7495606,14.3,35.8,70.5,4,8,0,0,0,0,10,Blockbuster
4850,Stardew Valley 16,Stardew Valley,Kaiser and Sons,"Hill, Johnson and Williams",AAA,3.7,73.79,2026-12-28,2026,RPG,E10+,Godot,69.99,46.37,73,6.9,76,17.87,1415.29,2388611,37.3,126.5,126.1,16,16,0,1,0,0,5,Blockbuster
4851,The Witcher 16,The Witcher,"Brown, Owens and Brown","Chambers, Acosta and Nguyen",AA,4.0,36.14,2009-09-14,2009,Racing,E10+,Unreal Engine 5,29.99,27.07,71,7.2,69,5.4,218.5,1077145,3.3,13.2,54.2,8,8,0,0,0,0,3,Hit
4852,Grand Theft Auto 11,Grand Theft Auto,Parks Ltd,"Hernandez, Carrillo and Schwartz",Indie,3.2,1.41,2025-05-18,2025,Strategy,M,RAGE,9.99,4.99,84,8.4,81,2.21,34.26,358010,16.4,76.8,65.7,8,16,0,0,0,0,6,Average
4853,Assassin's Creed 11,Assassin's Creed,Gaines-Lopez,Green and Sons,Indie,3.5,4.34,2003-12-22,2003,FPS,T,Frostbite,14.99,12.93,75,7.2,69,2.0,49.83,323904,6.3,17.9,33.6,4,8,0,0,0,0,6,Average
4854,Grand Theft Auto 11,Grand Theft Auto,Livingston-Johnson,Wilson-Beasley,Indie,2.2,2.66,1993-01-08,1993,Action,M,Unreal Engine 4,19.99,4.99,64,6.6,67,1.53,54.76,224802,10.9,40.2,12.4,4,8,0,0,0,0,4,Average
4855,Forza 8,Forza,Bates-Knox,"Morgan, Duarte and Smith",AAA,5.2,313.75,2017-08-11,2017,FPS,E,Anvil,59.99,50.77,86,8.7,90,38.3,2746.27,6991652,6.7,16.9,103.1,16,16,0,0,0,1,11,Blockbuster
4856,Terraria 13,Terraria,"Sandoval, Lee and Coleman",Rodriguez Inc,AAA,2.0,207.9,1999-01-17,1999,Action,M,Decima,59.99,38.29,87,8.5,88,45.58,2987.38,8442163,14.1,38.9,70.9,4,8,0,0,0,1,8,Legendary
4857,Hot Odyssey,Indie,Sanders Group,Carter PLC,Indie,1.6,0.74,2018-07-22,2018,Action,T,Unreal Engine 5,14.99,9.6,80,7.6,74,2.63,67.73,322948,10.4,33.3,52.8,8,8,0,0,0,0,9,Average
4858,Grand Theft Auto 3,Grand Theft Auto,"Hernandez, Parker and Taylor","Peterson, Hall and Ortega",AAA,2.9,236.69,2011-01-29,2011,FPS,E,Anvil,59.99,53.22,79,7.6,74,23.96,1595.07,3398332,6.3,18.2,98.9,8,8,0,0,0,0,7,Blockbuster
4859,Stardew Valley 2,Stardew Valley,Medina Ltd,Ramirez LLC,AAA,5.2,159.65,1994-07-26,1994,Strategy,M,Godot,59.99,50.79,79,7.6,76,26.04,1735.51,4859107,21.0,82.1,62.7,4,8,0,0,0,0,3,Blockbuster
4860,Call of Duty 8,Call of Duty,Moore-Ball,Sanchez-Simpson,AAA,1.9,47.63,1993-07-15,1993,Sandbox,E,Anvil,59.99,56.47,70,6.8,73,20.15,1578.8,2695704,21.1,184.2,58.4,4,8,0,0,0,0,4,Blockbuster
4861,Forza 13,Forza,Dougherty Group,"Murphy, Miller and Lin",Indie,2.8,4.38,2009-11-16,2009,RPG,T,Unreal Engine 5,24.99,16.96,84,8.5,82,3.95,110.03,809676,36.0,140.1,37.1,8,8,0,0,0,0,2,Average
4862,Minecraft 7,Minecraft,"Ross, Ross and Hall","Obrien, Moreno and Shepherd",AAA,4.8,179.35,1997-06-09,1997,Simulation,T,Unreal Engine 4,59.99,57.33,73,7.7,75,17.95,1351.81,2238569,9.3,59.4,66.5,4,8,0,0,0,0,4,Blockbuster
4863,Cyberpunk 14,Cyberpunk,Wagner-Burke,"Greene, Maldonado and Garrett",Indie,1.7,3.63,2018-07-11,2018,Strategy,E,Unreal Engine 5,14.99,10.06,95,9.2,96,3.83,69.42,763556,19.2,78.1,50.9,8,8,0,0,0,4,7,Average
4864,Call of Duty 13,Call of Duty,Gibson-Odonnell,Beasley PLC,Indie,2.2,4.48,2016-11-16,2016,Sandbox,T,Anvil,9.99,4.99,71,7.3,72,1.69,27.89,223201,21.3,200.7,52.5,8,8,0,0,0,0,8,Average
4865,Stardew Valley 20,Stardew Valley,Ward Ltd,Gonzalez Ltd,AA,2.1,26.68,2006-11-21,2006,Horror,M,RE Engine,49.99,35.49,70,7.1,70,6.11,346.6,775308,5.8,16.8,47.3,8,8,0,0,0,0,1,Hit
4866,Halo 15,Halo,Friedman-Delgado,Taylor Group,Indie,1.9,4.43,1999-01-15,1999,Action,M,Creation Engine,19.99,4.99,76,7.5,79,3.03,101.71,527427,10.2,41.8,17.8,4,8,0,0,0,0,2,Average
4867,Resident Evil 4,Resident Evil,Martinez-Gay,Morris-Sims,AAA,1.7,94.5,1997-07-14,1997,Adventure,M,Unreal Engine 5,59.99,41.33,71,7.3,74,29.34,1991.19,4649849,12.0,44.9,74.1,4,8,0,0,0,0,2,Blockbuster
4868,True Odyssey,Indie,Russo-Jacobs,Burnett-Page,AAA,5.9,64.35,2012-01-03,2012,Action,M,Frostbite,59.99,32.5,94,9.7,91,36.14,2299.71,6369110,12.1,31.6,94.9,8,8,0,0,1,4,5,Blockbuster
4869,Diablo 1,Diablo,Cordova-Bell,Jackson PLC,Indie,3.8,0.78,2024-11-16,2024,Adventure,E,Creation Engine,14.99,4.99,84,8.7,85,3.75,102.53,404460,9.3,39.0,62.9,8,16,0,0,0,0,3,Average
